precision,recall,f1-score,support
0.9508408796895214,0.91875,0.9345200254291164,800.0
0.9214026602176542,0.9525,0.9366933005531654,800.0
0.935625,0.935625,0.935625,0.935625
0.9361217699535878,0.9356249999999999,0.9356066629911408,1600.0
0.9361217699535876,0.935625,0.9356066629911409,1600.0
